Time,Open,High,Low,Close,Volume
202006090900,13330,13390,13310,13390,1628650
202006090901,13385,13435,13385,13400,1430831
202006090902,13400,13430,13375,13375,1095519
202006090903,13380,13395,13360,13380,720602
202006090904,13380,13410,13370,13405,704252
202006090905,13400,13450,13400,13445,1035232
202006090906,13445,13465,13435,13460,920725
202006090907,13460,13490,13460,13480,798627
202006090908,13480,13490,13440,13455,667974
202006090909,13460,13485,13455,13475,546439
202006090910,13470,13480,13445,13455,542768
202006090911,13460,13480,13450,13470,580924
202006090912,13465,13470,13425,13430,505714
202006090913,13425,13450,13425,13440,343874
202006090914,13435,13455,13425,13450,634654
202006090915,13450,13480,13440,13450,573424
202006090916,13445,13460,13425,13440,334113
202006090917,13435,13465,13425,13440,604088
202006090918,13445,13455,13430,13445,273432
202006090919,13440,13445,13435,13440,212673
202006090920,13445,13445,13395,13420,635797
202006090921,13420,13420,13385,13390,279699
202006090922,13385,13390,13340,13345,1340569
202006090923,13345,13365,13335,13355,444102
202006090924,13355,13355,13335,13350,523519
202006090925,13350,13400,13345,13390,754380
202006090926,13385,13395,13375,13390,529682
202006090927,13390,13425,13390,13415,510656
202006090928,13415,13430,13395,13420,377070
202006090929,13420,13435,13410,13420,511346
202006090930,13420,13430,13390,13405,660017
202006090931,13405,13405,13370,13385,405039
202006090932,13380,13380,13355,13375,314713
202006090933,13370,13380,13350,13355,249585
202006090934,13355,13360,13315,13325,491106
202006090935,13325,13360,13320,13340,593453
202006090936,13345,13360,13345,13350,234319
202006090937,13350,13355,13320,13325,467344
202006090938,13325,13335,13300,13310,478329
202006090939,13305,13330,13300,13305,315181
202006090940,13305,13305,13275,13290,517706
202006090941,13290,13320,13275,13320,410431
202006090942,13320,13320,13280,13285,311858
202006090943,13285,13285,13245,13260,545177
202006090944,13265,13270,13240,13270,364034
202006090945,13265,13270,13245,13260,352045
202006090946,13260,13260,13210,13215,536940
202006090947,13215,13245,13210,13240,516491
202006090948,13240,13275,13235,13260,550567
202006090949,13265,13285,13260,13270,287337
202006090950,13275,13275,13250,13265,382933
202006090951,13270,13290,13265,13285,433352
202006090952,13285,13300,13275,13290,329620
202006090953,13285,13290,13260,13285,414068
202006090954,13280,13305,13270,13300,499657
202006090955,13295,13305,13240,13255,410442
202006090956,13255,13280,13255,13260,328538
202006090957,13265,13270,13250,13260,180112
202006090958,13255,13280,13245,13270,182678
202006090959,13265,13270,13250,13255,216861
202006091000,13255,13255,13175,13185,647415
202006091001,13185,13185,13150,13165,578388
202006091002,13165,13175,13145,13145,522407
202006091003,13145,13145,13100,13135,657188
202006091004,13135,13135,13100,13105,491529
202006091005,13100,13115,13095,13095,584176
202006091006,13100,13140,13095,13130,531546
202006091007,13130,13145,13120,13120,324384
202006091008,13125,13125,13095,13105,404806
202006091009,13095,13145,13095,13135,347460
202006091010,13135,13140,13130,13130,129170
202006091011,13130,13130,13110,13120,212158
202006091012,13120,13135,13105,13135,173810
202006091013,13135,13140,13100,13105,296731
202006091014,13100,13115,13080,13085,469697
202006091015,13085,13100,13070,13075,318647
202006091016,13070,13075,13050,13065,333751
202006091017,13060,13075,13045,13050,305337
202006091018,13050,13085,13040,13080,290242
202006091019,13080,13110,13065,13105,280876
202006091020,13110,13110,13075,13085,250904
202006091021,13085,13090,13070,13075,138888
202006091022,13075,13075,13040,13045,232048
202006091023,13045,13045,12995,13025,659295
202006091024,13025,13035,13010,13015,242896
202006091025,13015,13040,13010,13025,193434
202006091026,13020,13025,12980,12985,265269
202006091027,12990,12990,12955,12975,620225
202006091028,12975,12995,12965,12985,403760
202006091029,12985,13010,12980,12990,306162
202006091030,12990,12995,12935,12950,563421
202006091031,12945,13005,12940,13000,405572
202006091032,13005,13035,12990,13030,356477
202006091033,13030,13050,13025,13050,353744
202006091034,13045,13045,13025,13035,300679
202006091035,13035,13075,13025,13070,313716
202006091036,13075,13085,13065,13080,437857
202006091037,13080,13085,13070,13080,299315
202006091038,13075,13105,13075,13085,411940
202006091039,13085,13095,13075,13080,178972
202006091040,13080,13090,13070,13070,201230
202006091041,13075,13080,13055,13075,286232
202006091042,13075,13085,13060,13075,172976
202006091043,13075,13080,13045,13055,237617
202006091044,13055,13060,13025,13060,273248
202006091045,13060,13105,13055,13100,343840
202006091046,13105,13105,13085,13090,173287
202006091047,13085,13105,13085,13100,164409
202006091048,13105,13105,13090,13095,128782
202006091049,13095,13125,13085,13115,320716
202006091050,13110,13125,13090,13095,177970
202006091051,13090,13130,13090,13120,184064
202006091052,13115,13135,13105,13110,226880
202006091053,13105,13110,13100,13110,225155
202006091054,13110,13130,13110,13115,155495
202006091055,13120,13145,13115,13130,297049
202006091056,13130,13140,13120,13135,212649
202006091057,13135,13155,13135,13150,268931
202006091058,13150,13155,13135,13140,283044
202006091059,13140,13165,13135,13160,391161
202006091100,13165,13170,13145,13145,335717
202006091101,13155,13155,13135,13145,166650
202006091102,13145,13190,13145,13190,414544
202006091103,13190,13200,13175,13180,262341
202006091104,13175,13180,13160,13165,192473
202006091105,13165,13170,13155,13160,105810
202006091106,13165,13175,13150,13165,150955
202006091107,13160,13165,13135,13145,178098
202006091108,13145,13145,13135,13140,202128
202006091109,13135,13150,13130,13145,178077
202006091110,13145,13150,13135,13140,186501
202006091111,13145,13150,13120,13135,177282
202006091112,13140,13145,13110,13115,173761
202006091113,13115,13120,13085,13085,271142
202006091114,13090,13095,13075,13095,241228
202006091115,13095,13095,13075,13090,145263
202006091116,13095,13120,13090,13110,197120
202006091117,13110,13110,13095,13105,91522
202006091118,13100,13110,13090,13110,87216
202006091119,13105,13120,13100,13120,85236
202006091120,13120,13145,13120,13145,178203
202006091121,13145,13145,13115,13120,217964
202006091122,13120,13120,13085,13095,160819
202006091123,13095,13105,13085,13095,107265
202006091124,13095,13095,13060,13065,251618
202006091125,13060,13080,13055,13070,237739
202006091126,13070,13075,13045,13045,250471
202006091127,13045,13065,13040,13065,205757
202006091128,13065,13065,13040,13050,81739
202006091129,13045,13075,13045,13055,109087
202006091130,13055,13055,13040,13050,125061
202006091131,13050,13085,13050,13070,160797
202006091132,13070,13070,13020,13030,320144
202006091133,13030,13075,13030,13060,90034
202006091134,13065,13075,13050,13070,86771
202006091135,13065,13075,13060,13065,77706
202006091136,13065,13080,13065,13075,135274
202006091137,13080,13095,13075,13075,148349
202006091138,13075,13075,13070,13075,183690
202006091139,13075,13080,13070,13075,72488
202006091140,13075,13080,13060,13065,96518
202006091141,13060,13075,13055,13075,83426
202006091142,13070,13090,13065,13090,66643
202006091143,13090,13095,13075,13080,204949
202006091144,13080,13085,13075,13080,56541
202006091145,13080,13085,13070,13075,94114
202006091146,13075,13085,13065,13080,82800
202006091147,13080,13085,13070,13085,213037
202006091148,13085,13090,13065,13090,148445
202006091149,13090,13090,13080,13085,38005
202006091150,13085,13090,13075,13085,22038
202006091151,13085,13090,13085,13090,49425
202006091152,13090,13090,13070,13075,158293
202006091153,13075,13075,13055,13065,113811
202006091154,13065,13075,13065,13070,81027
202006091155,13065,13100,13065,13090,363886
202006091156,13090,13110,13090,13105,264750
202006091157,13105,13110,13090,13100,88206
202006091158,13095,13100,13090,13095,224070
202006091159,13095,13105,13090,13100,123825
202006091200,13105,13105,13090,13095,54179
202006091201,13095,13120,13095,13115,167625
202006091202,13110,13110,13095,13100,179627
202006091203,13100,13105,13095,13095,126687
202006091204,13095,13095,13085,13085,80697
202006091205,13085,13090,13065,13065,156095
202006091206,13065,13080,13055,13080,113080
202006091207,13080,13085,13065,13065,29791
202006091208,13065,13070,13055,13060,100424
202006091209,13055,13060,13050,13060,81084
202006091210,13060,13065,13055,13065,33638
202006091211,13060,13060,13050,13055,116361
202006091212,13055,13055,13025,13045,198129
202006091213,13045,13045,13035,13035,92232
202006091214,13040,13045,13030,13040,70946
202006091215,13045,13060,13040,13055,117058
202006091216,13060,13060,13040,13045,78288
202006091217,13040,13060,13035,13055,179877
202006091218,13055,13055,13035,13045,40244
202006091219,13045,13045,13020,13025,139266
202006091220,13025,13045,13020,13045,218542
202006091221,13040,13070,13040,13065,177132
