Time,Open,High,Low,Close,Volume
202009250900,14090,14145,14090,14135,1244471
202009250901,14140,14155,14075,14085,857294
202009250902,14085,14110,14075,14095,911031
202009250903,14090,14100,14060,14065,514957
202009250904,14065,14125,14055,14120,978819
202009250905,14125,14125,14090,14100,510747
202009250906,14095,14115,14075,14105,345658
202009250907,14105,14105,14065,14080,222021
202009250908,14075,14090,14065,14075,284521
202009250909,14075,14090,14060,14060,275643
202009250910,14060,14075,14030,14040,409814
202009250911,14040,14075,14030,14055,376309
202009250912,14055,14080,14045,14050,511031
202009250913,14045,14070,14035,14045,468830
202009250914,14045,14070,14045,14060,313142
202009250915,14060,14060,14035,14050,523563
202009250916,14055,14080,14055,14075,319791
202009250917,14075,14095,14070,14085,439924
202009250918,14080,14095,14070,14085,465869
202009250919,14085,14100,14055,14060,488549
202009250920,14060,14065,14030,14045,421650
202009250921,14040,14045,14020,14030,560385
202009250922,14035,14035,14005,14010,351587
202009250923,14005,14020,13990,13995,423032
202009250924,13995,14040,13995,14040,477893
202009250925,14040,14045,14010,14015,327452
202009250926,14020,14030,13995,14000,247432
202009250927,14000,14015,13995,13995,297494
202009250928,13995,14000,13965,13965,327472
202009250929,13965,13990,13965,13970,300312
202009250930,13970,13970,13940,13940,378161
202009250931,13940,13945,13890,13900,767924
202009250932,13900,13925,13895,13915,459848
202009250933,13910,13955,13900,13940,476039
202009250934,13945,13970,13935,13965,622292
202009250935,13965,13975,13945,13970,313356
202009250936,13975,13990,13965,13985,343128
202009250937,13985,14005,13980,13995,578640
202009250938,13995,14005,13975,13995,320070
202009250939,14000,14005,13985,13990,302151
202009250940,13995,14020,13995,14020,468092
202009250941,14020,14050,14015,14040,361226
202009250942,14035,14045,14025,14035,502426
202009250943,14030,14055,14030,14045,649106
202009250944,14045,14065,14045,14055,458641
202009250945,14055,14060,14020,14025,277625
202009250946,14025,14030,14015,14020,161546
202009250947,14015,14025,14010,14025,242352
202009250948,14025,14045,14020,14035,455865
202009250949,14035,14040,14015,14015,238146
