Time,Open,High,Low,Close,Volume
201912020900,12630,12640,12600,12610,432405
201912020901,12610,12650,12610,12645,345597
201912020902,12645,12655,12635,12640,192293
201912020903,12640,12645,12610,12615,142112
201912020904,12620,12655,12615,12640,241386
201912020905,12640,12665,12640,12645,175274
201912020906,12645,12665,12635,12655,87169
201912020907,12655,12670,12650,12655,71736
201912020908,12660,12675,12655,12670,96678
201912020909,12675,12680,12660,12675,154936
201912020910,12670,12690,12665,12685,75985
201912020911,12685,12695,12680,12690,62832
201912020912,12695,12700,12685,12695,132724
201912020913,12695,12695,12670,12670,85927
201912020914,12670,12675,12660,12665,99351
201912020915,12665,12670,12660,12665,48568
201912020916,12665,12670,12650,12660,131915
201912020917,12660,12665,12655,12665,95936
201912020918,12670,12675,12655,12670,104619
201912020919,12665,12685,12665,12680,49271
201912020920,12685,12695,12680,12690,72840
201912020921,12690,12690,12660,12670,88957
201912020922,12670,12680,12670,12670,22213
201912020923,12675,12680,12665,12670,14324
201912020924,12670,12690,12665,12685,36704
201912020925,12685,12690,12675,12685,41281
201912020926,12680,12685,12665,12665,36600
201912020927,12670,12680,12660,12680,59451
201912020928,12680,12695,12680,12695,74721
201912020929,12695,12715,12690,12715,175709
201912020930,12715,12720,12700,12715,125080
201912020931,12720,12720,12705,12705,97261
201912020932,12710,12715,12695,12700,109184
201912020933,12700,12700,12685,12685,80338
201912020934,12690,12700,12685,12695,79044
201912020935,12700,12700,12685,12685,66010
201912020936,12690,12695,12685,12690,58143
201912020937,12685,12690,12680,12680,68162
201912020938,12680,12680,12670,12675,94622
201912020939,12675,12680,12670,12670,41557
201912020940,12670,12680,12670,12680,29927
201912020941,12675,12680,12670,12670,36537
201912020942,12665,12675,12665,12675,35056
201912020943,12675,12675,12670,12670,26502
201912020944,12670,12675,12665,12670,14291
201912020945,12670,12680,12665,12670,60218
201912020946,12670,12675,12660,12660,25776
201912020947,12665,12675,12660,12675,24256
201912020948,12670,12680,12665,12665,17527
201912020949,12675,12675,12665,12670,15275
201912020950,12665,12680,12665,12675,26660
201912020951,12670,12675,12655,12660,51489
201912020952,12660,12670,12655,12665,43614
201912020953,12665,12670,12660,12660,14123
201912020954,12660,12665,12655,12655,5045
201912020955,12660,12675,12655,12670,25981
201912020956,12670,12675,12665,12670,13259
201912020957,12670,12675,12660,12660,8926
201912020958,12665,12670,12660,12660,30500
201912020959,12660,12670,12660,12665,11996
201912021000,12670,12675,12665,12670,9371
201912021001,12670,12675,12665,12665,12424
201912021002,12670,12670,12640,12645,75023
201912021003,12645,12650,12630,12640,58132
201912021004,12640,12640,12605,12610,136397
201912021005,12610,12620,12605,12615,67488
201912021006,12615,12615,12610,12615,36857
201912021007,12615,12620,12610,12615,46542
201912021008,12615,12620,12605,12610,36120
201912021009,12610,12615,12600,12610,42289
201912021010,12605,12610,12595,12595,66935
201912021011,12600,12600,12585,12585,64534
201912021012,12585,12595,12585,12590,41537
201912021013,12595,12610,12595,12610,39492
201912021014,12605,12610,12600,12600,31538
201912021015,12600,12600,12585,12590,81775
201912021016,12585,12590,12580,12590,79389
201912021017,12590,12595,12585,12585,31400
201912021018,12590,12600,12590,12590,20697
201912021019,12590,12595,12580,12590,22104
201912021020,12585,12590,12580,12585,17249
201912021021,12585,12590,12580,12590,9480
201912021022,12590,12595,12585,12590,20828
201912021023,12590,12595,12590,12595,16245
201912021024,12595,12600,12590,12600,9959
201912021025,12600,12600,12590,12600,19609
201912021026,12600,12620,12595,12620,51535
201912021027,12615,12625,12610,12620,42960
201912021028,12620,12625,12610,12615,9776
201912021029,12620,12630,12620,12620,18439
201912021030,12620,12625,12620,12625,8593
201912021031,12625,12630,12620,12630,97943
201912021032,12630,12630,12620,12620,51173
201912021033,12625,12625,12620,12625,47767
201912021034,12620,12625,12615,12615,12669
201912021035,12615,12625,12605,12625,30173
201912021036,12620,12625,12620,12620,14798
201912021037,12625,12625,12605,12605,18489
201912021038,12610,12610,12585,12590,35325
201912021039,12585,12595,12585,12595,30798
201912021040,12595,12605,12595,12595,42985
201912021041,12595,12605,12590,12605,24835
201912021042,12600,12605,12595,12600,12461
