Time,Open,High,Low,Close,Volume
20201030090006,14500,14500,14500,14500,297397
20201030090006,14500,14500,14500,14500,10054
20201030090006,14500,14500,14500,14500,8562
20201030090006,14495,14495,14495,14495,3906
20201030090006,14490,14490,14490,14490,1822
20201030090006,14485,14485,14485,14485,2127
20201030090006,14490,14490,14490,14490,512
20201030090006,14480,14480,14480,14480,403
20201030090006,14490,14490,14490,14490,100
20201030090006,14490,14490,14490,14490,2
20201030090006,14490,14490,14490,14490,7
20201030090006,14490,14490,14490,14490,40
20201030090006,14490,14490,14490,14490,1
20201030090006,14480,14480,14480,14480,777
20201030090006,14480,14480,14480,14480,85
20201030090006,14490,14490,14490,14490,41
20201030090006,14485,14485,14485,14485,1
20201030090006,14480,14480,14480,14480,28
20201030090006,14490,14490,14490,14490,50
20201030090006,14490,14490,14490,14490,10
20201030090007,14490,14490,14490,14490,1
20201030090007,14485,14485,14485,14485,158
20201030090007,14480,14480,14480,14480,37
20201030090007,14485,14485,14485,14485,50
20201030090007,14485,14485,14485,14485,1
20201030090007,14490,14490,14490,14490,10
20201030090007,14485,14485,14485,14485,1
20201030090007,14485,14485,14485,14485,1
20201030090008,14480,14480,14480,14480,8924
20201030090008,14480,14480,14480,14480,1
20201030090008,14475,14475,14475,14475,49
20201030090008,14485,14485,14485,14485,20
20201030090008,14475,14475,14475,14475,250
20201030090008,14485,14485,14485,14485,10
20201030090008,14485,14485,14485,14485,1
20201030090008,14485,14485,14485,14485,10
20201030090008,14485,14485,14485,14485,1
20201030090008,14485,14485,14485,14485,7
20201030090008,14485,14485,14485,14485,1
20201030090008,14485,14485,14485,14485,100
20201030090008,14485,14485,14485,14485,1
20201030090008,14485,14485,14485,14485,50
20201030090008,14485,14485,14485,14485,5
20201030090008,14485,14485,14485,14485,29
20201030090008,14485,14485,14485,14485,61
20201030090008,14490,14490,14490,14490,2
20201030090008,14495,14495,14495,14495,530
20201030090009,14490,14490,14490,14490,11
20201030090009,14490,14490,14490,14490,4
20201030090009,14490,14490,14490,14490,29
