Time,Open,High,Low,Close,Volume
20201110090037,16280,16280,16280,16280,589507
20201110090037,16285,16285,16285,16285,50
20201110090037,16280,16280,16280,16280,50
20201110090037,16285,16285,16285,16285,1
20201110090038,16280,16280,16280,16280,5231
20201110090038,16280,16280,16280,16280,324
20201110090038,16285,16285,16285,16285,20
20201110090038,16285,16285,16285,16285,1000
20201110090038,16280,16280,16280,16280,10
20201110090039,16280,16280,16280,16280,24085
20201110090039,16275,16275,16275,16275,28759
20201110090039,16270,16270,16270,16270,31648
20201110090039,16270,16270,16270,16270,18
20201110090039,16265,16265,16265,16265,150
20201110090039,16280,16280,16280,16280,1
20201110090039,16285,16285,16285,16285,300
20201110090039,16285,16285,16285,16285,100
20201110090039,16265,16265,16265,16265,1000
20201110090039,16285,16285,16285,16285,4030
20201110090039,16285,16285,16285,16285,1000
20201110090039,16285,16285,16285,16285,100
20201110090040,16285,16285,16285,16285,600
20201110090040,16280,16280,16280,16280,1000
20201110090040,16270,16270,16270,16270,300
20201110090040,16270,16270,16270,16270,10
20201110090040,16265,16265,16265,16265,20000
20201110090041,16265,16265,16265,16265,2
20201110090041,16270,16270,16270,16270,6000
20201110090041,16265,16265,16265,16265,928
20201110090041,16265,16265,16265,16265,160
20201110090042,16270,16270,16270,16270,50
20201110090042,16270,16270,16270,16270,1000
20201110090042,16265,16265,16265,16265,17277
20201110090042,16265,16265,16265,16265,1
20201110090042,16265,16265,16265,16265,500
20201110090042,16265,16265,16265,16265,149
20201110090042,16265,16265,16265,16265,1
20201110090043,16270,16270,16270,16270,573
20201110090043,16270,16270,16270,16270,10
20201110090043,16270,16270,16270,16270,100
20201110090044,16265,16265,16265,16265,79
20201110090044,16265,16265,16265,16265,50
20201110090044,16265,16265,16265,16265,1000
20201110090044,16265,16265,16265,16265,1000
20201110090044,16265,16265,16265,16265,10
20201110090044,16265,16265,16265,16265,10
20201110090044,16265,16265,16265,16265,30
20201110090044,16265,16265,16265,16265,372
20201110090044,16265,16265,16265,16265,1000
20201110090044,16265,16265,16265,16265,300
20201110090044,16265,16265,16265,16265,40
20201110090045,16265,16265,16265,16265,10
20201110090045,16270,16270,16270,16270,1150
20201110090045,16265,16265,16265,16265,1
